index,thickn,rho,vp,vs,dip,strike,plunge,trend,ani
9,6725,2560,5992,3407,0.0,0.0,0.0,0.0,0.0
10,13746,2669,6490,3585,0.0,0.0,0.0,0.0,0.0
11,11533,2738,6619,3632,0.0,0.0,0.0,0.0,0.0
12,6761,2902,6613,4034,0.0,0.0,0.0,0.0,0.0
13,0,3492,8510,4629,0.0,0.0,0.0,0.0,0.0
